Student_ID,CGPA,DSA,Python,Java,C++,SQL,DBMS,Operating_System,Computer_Networks,OOPS,React,NodeJS,MongoDB,Git,Linux,AWS,Docker,Kubernetes,Machine_Learning,Communication,Presentation,Teamwork,Leadership,Critical_Thinking,Problem_Solving,Adaptability,Internships,Projects,Hackathons,Certifications,LeetCode,GitHub_Repos,Industry_Ready
S1176,8.47,69,51,75,70,77,80,37,55,98,73,53,42,34,45,67,32,29,50,53,69,95,26,78,36,43,3,5,5,4,50,17,Industry Ready
S1177,7.16,65,35,57,39,32,47,69,42,52,62,41,33,45,67,20,97,27,54,57,40,65,42,90,68,69,0,2,3,5,373,10,Moderately Ready
S1178,9.53,66,55,55,91,97,50,85,98,47,39,90,73,64,66,89,63,13,63,96,85,56,51,85,96,59,0,4,2,0,191,0,Industry Ready
S1179,6.09,47,68,39,55,35,74,61,93,47,44,52,64,21,65,62,32,20,74,83,84,81,42,82,81,74,0,7,2,1,206,3,Moderately Ready
S1180,6.97,92,41,76,97,34,64,71,64,59,62,25,35,36,48,18,77,73,64,56,62,46,35,90,36,98,1,2,4,0,314,15,Moderately Ready
S1181,5.99,51,43,33,53,32,99,50,66,39,92,35,91,84,53,76,55,95,40,64,51,67,88,97,71,44,1,1,4,6,281,0,Industry Ready
S1182,9.48,40,51,84,70,39,92,59,54,73,46,91,76,49,29,61,77,61,71,45,44,60,32,53,97,84,0,7,0,4,112,0,Industry Ready
S1183,9.27,87,80,95,94,72,82,67,50,63,44,42,27,87,39,22,37,52,39,44,59,76,29,58,90,53,2,7,0,0,114,20,Industry Ready
S1184,6.61,86,52,96,46,48,83,96,59,91,55,37,44,63,53,10,59,23,28,92,42,62,78,65,80,80,3,5,2,4,258,16,Industry Ready
S1185,8.34,33,77,36,53,43,36,51,94,80,85,33,60,79,32,53,92,54,28,60,94,86,21,77,97,80,1,7,4,3,332,1,Industry Ready
S1186,9.01,36,79,84,56,50,48,77,79,67,28,69,81,20,29,84,72,37,77,93,41,87,99,72,42,79,3,1,3,0,353,2,Industry Ready
S1187,7.89,90,42,60,36,72,51,64,43,44,98,80,96,38,64,33,19,13,90,78,82,98,71,85,89,67,1,0,0,7,238,16,Industry Ready
S1188,7.78,83,39,48,41,57,65,75,85,92,72,55,37,52,97,14,98,25,52,98,59,87,20,51,77,49,2,1,3,7,16,1,Industry Ready
S1189,6.54,97,84,57,32,50,44,38,95,59,40,34,69,55,27,75,46,47,20,96,41,49,89,68,57,93,1,7,3,7,320,1,Industry Ready
S1190,5.9,30,38,57,39,65,71,94,74,73,69,24,60,96,24,90,22,72,22,89,87,85,73,51,50,91,3,7,0,3,205,7,Industry Ready
S1191,9.36,84,81,48,62,53,98,43,95,50,35,72,53,97,39,90,79,32,58,59,97,91,38,68,86,69,2,6,5,1,256,6,Industry Ready
S1192,9.37,32,31,49,75,83,64,65,49,94,85,67,31,43,63,29,39,86,31,50,79,56,47,80,88,89,2,3,2,6,87,18,Industry Ready
S1193,8.22,67,54,42,88,67,68,58,87,62,45,98,99,44,99,73,96,29,35,44,74,77,24,80,71,71,2,0,4,5,373,20,Industry Ready
S1194,6.96,30,42,72,81,46,52,58,38,78,63,30,96,30,77,24,89,78,96,77,92,40,95,85,52,51,2,1,0,0,312,18,Industry Ready
S1195,7.0,67,80,40,35,51,97,79,57,92,48,21,94,28,39,77,81,92,69,78,98,50,49,59,93,84,3,1,1,0,379,10,Industry Ready
S1196,8.62,58,87,77,31,74,83,71,61,66,65,43,97,25,90,63,89,30,46,74,43,72,38,73,35,55,2,3,1,1,10,10,Industry Ready
S1197,9.36,34,63,44,58,90,90,92,71,97,90,87,61,77,93,20,20,51,48,74,92,70,61,85,53,65,3,4,3,0,66,20,Industry Ready
S1198,9.31,50,64,46,69,40,92,57,77,79,68,98,74,48,59,32,10,78,97,96,75,83,44,94,47,74,1,1,1,7,204,18,Industry Ready
S1199,8.85,96,32,83,90,90,61,69,71,87,34,31,78,92,35,10,95,23,88,64,79,63,54,69,67,80,3,2,3,6,310,10,Industry Ready
S1200,8.26,76,88,79,97,67,89,97,63,95,36,78,70,98,23,51,27,79,71,69,45,59,28,68,56,55,0,4,5,4,85,12,Industry Ready
S1201,5.86,64,99,57,97,95,53,40,63,84,28,86,72,30,29,56,20,14,25,41,53,86,58,78,61,56,2,2,5,3,40,2,Moderately Ready
S1202,6.2,97,77,33,58,62,57,40,83,61,96,51,28,42,70,77,93,33,43,59,54,44,75,86,84,87,3,6,5,2,494,0,Industry Ready
S1203,9.36,98,93,51,91,72,81,64,85,60,51,55,22,45,67,47,19,38,59,75,88,81,57,93,87,62,1,5,5,4,104,4,Industry Ready
S1204,8.11,30,48,68,89,60,85,35,84,37,85,40,27,20,95,11,57,11,52,76,76,65,34,79,94,81,0,4,5,2,442,2,Moderately Ready
S1205,5.54,97,96,63,70,64,62,97,62,73,78,89,78,66,39,54,70,15,28,41,72,88,65,90,84,61,0,7,4,1,29,2,Industry Ready
S1206,5.94,41,34,73,94,66,91,42,39,99,51,85,49,60,51,36,19,43,68,87,83,81,56,41,58,89,1,5,0,1,280,11,Industry Ready
S1207,8.35,89,96,71,93,76,92,62,90,69,62,28,86,42,85,86,69,85,86,83,58,46,79,65,42,60,0,2,0,0,255,3,Industry Ready
S1208,5.52,56,40,69,92,52,49,67,98,87,78,95,74,24,79,70,31,31,42,86,51,66,81,40,54,73,0,1,4,4,454,17,Industry Ready
S1209,6.19,85,97,41,77,65,50,87,51,80,49,63,53,69,30,91,84,13,41,66,82,57,50,67,93,85,3,5,3,5,319,17,Industry Ready
S1210,7.86,52,98,31,49,69,81,72,89,56,30,78,62,28,39,20,18,15,91,71,93,77,49,90,81,96,2,2,5,2,216,18,Industry Ready
S1211,8.48,54,30,57,66,44,97,86,43,94,99,43,47,23,42,78,24,76,97,98,48,70,85,95,70,44,3,1,2,3,102,3,Industry Ready
S1212,8.3,50,92,96,93,66,46,45,50,40,45,82,56,90,96,38,92,86,27,43,58,48,26,99,36,77,2,3,1,5,408,1,Industry Ready
S1213,6.46,90,58,39,34,33,77,36,50,86,21,97,49,84,54,34,46,72,38,66,71,41,49,47,98,91,3,2,5,4,449,4,Industry Ready
S1214,8.56,92,41,86,63,51,63,87,47,63,53,60,90,99,36,87,79,96,57,69,67,93,52,70,72,70,1,0,4,5,161,11,Industry Ready
S1215,6.52,81,70,66,68,51,83,41,97,77,60,95,81,76,29,63,53,99,25,42,67,99,57,78,60,72,2,6,1,1,438,8,Industry Ready
S1216,6.9,54,31,93,96,46,37,43,75,68,50,93,48,44,57,57,78,82,71,85,99,83,38,99,54,86,0,7,2,4,185,11,Industry Ready
S1217,8.71,84,66,69,91,67,94,97,87,65,82,21,21,77,97,55,12,96,53,84,70,76,28,89,38,42,0,0,3,3,255,12,Industry Ready
S1218,8.29,75,74,89,53,53,60,45,43,80,74,47,76,25,51,50,19,77,93,66,75,86,51,58,99,92,3,2,5,4,85,12,Industry Ready
S1219,9.15,61,77,77,32,35,81,71,85,38,80,35,76,33,73,50,86,43,30,77,52,84,49,52,48,58,2,6,1,0,181,17,Industry Ready
S1220,8.33,84,53,48,96,97,76,48,82,36,55,78,61,82,76,70,13,81,62,75,81,68,25,55,69,95,1,1,3,5,116,18,Industry Ready
S1221,7.94,34,51,62,79,35,65,53,83,39,59,20,68,94,44,20,65,43,54,40,72,73,80,62,86,57,1,4,5,3,384,19,Industry Ready
S1222,5.9,65,40,73,58,55,56,42,52,80,42,20,76,84,33,53,49,66,30,74,81,54,56,50,57,67,2,3,2,2,246,0,Moderately Ready
S1223,7.08,78,87,66,61,70,51,41,44,53,45,50,90,71,64,41,42,46,59,95,57,85,98,63,54,54,1,7,3,1,145,11,Industry Ready
S1224,6.64,87,75,65,68,67,54,93,88,72,37,41,37,84,63,58,42,15,51,51,68,48,90,96,61,89,3,2,2,6,271,1,Industry Ready
S1225,6.55,68,58,50,38,72,42,97,49,93,98,95,89,27,57,15,69,80,68,74,84,55,97,93,75,72,1,5,0,6,183,3,Industry Ready
S1226,9.68,90,64,31,43,82,83,41,45,54,53,78,46,27,55,66,30,54,76,94,78,41,39,49,70,67,0,3,1,6,201,4,Moderately Ready
S1227,7.19,38,44,60,97,44,72,89,74,87,47,47,73,33,58,15,78,50,84,57,47,40,49,90,38,85,2,1,1,4,158,19,Industry Ready
S1228,9.34,35,89,59,93,85,87,37,81,89,68,95,43,43,58,56,54,14,67,85,88,96,37,96,60,88,2,0,2,3,47,9,Industry Ready
S1229,8.21,64,71,73,49,85,62,52,54,73,83,46,53,83,32,72,66,69,71,76,96,48,82,44,74,91,0,1,2,0,123,0,Industry Ready
S1230,8.92,68,72,41,57,60,63,79,56,70,90,20,41,44,85,58,86,76,58,62,61,96,80,51,37,47,0,1,4,7,332,9,Industry Ready
S1231,7.66,51,78,80,43,86,45,70,82,92,82,21,82,25,53,31,49,26,73,72,40,95,76,75,98,95,2,2,2,0,161,14,Industry Ready
S1232,7.98,70,93,78,73,80,81,50,50,49,81,85,55,20,34,76,90,92,44,53,87,59,41,96,63,79,2,3,2,6,161,7,Industry Ready
S1233,7.62,34,61,53,68,53,79,63,39,35,61,68,80,52,77,28,73,74,64,98,70,85,68,65,88,98,0,4,3,2,233,20,Industry Ready
S1234,6.34,71,93,53,57,87,52,93,99,43,43,38,61,33,78,64,19,64,48,83,59,96,37,67,41,88,1,3,3,6,375,16,Industry Ready
S1235,8.61,96,31,89,93,33,84,52,55,57,54,47,52,82,85,43,83,18,51,40,75,41,80,55,59,69,3,4,1,1,59,11,Industry Ready
S1236,6.71,59,53,40,61,39,83,83,95,86,96,89,93,75,71,50,75,13,86,66,62,40,97,41,58,40,0,0,3,6,75,4,Industry Ready
S1237,5.6,86,95,42,38,92,56,80,89,60,74,58,28,81,88,16,94,51,31,63,56,99,87,65,77,46,3,3,3,0,420,5,Industry Ready
S1238,8.28,58,67,93,57,44,79,63,58,94,68,38,44,47,24,66,74,55,77,41,84,49,26,43,40,94,1,4,1,1,39,15,Moderately Ready
S1239,6.26,66,60,49,46,92,95,84,57,52,96,83,32,48,62,25,39,83,39,51,49,62,26,68,49,97,2,3,5,6,144,6,Industry Ready
S1240,9.54,42,55,57,84,48,55,89,45,92,78,77,66,42,27,68,91,10,69,52,48,93,84,55,74,53,2,1,0,3,168,18,Industry Ready
S1241,9.6,61,58,31,39,92,95,61,81,99,41,36,64,63,97,47,44,96,27,66,85,58,59,61,95,60,2,0,4,4,311,8,Industry Ready
S1242,9.43,75,96,72,35,85,70,41,36,48,80,89,24,57,82,18,62,26,50,59,56,57,43,82,55,95,2,3,3,2,437,18,Industry Ready
S1243,7.09,52,54,37,77,50,58,75,87,80,99,98,50,68,87,86,48,88,43,86,97,63,51,45,92,45,2,5,0,0,462,16,Industry Ready
S1244,5.57,74,77,42,96,63,66,45,45,66,49,60,50,62,54,43,31,16,32,87,42,91,29,67,66,56,0,1,4,4,396,18,Moderately Ready
S1245,9.49,46,94,64,70,46,93,39,49,85,88,24,90,29,90,55,76,14,91,90,72,61,28,50,46,53,2,5,1,0,173,9,Industry Ready
S1246,7.34,95,82,52,89,47,39,90,46,49,79,42,60,46,51,46,79,61,61,76,40,59,58,81,43,46,3,1,3,2,71,16,Industry Ready
S1247,9.66,35,96,75,71,95,50,46,70,87,25,88,65,27,43,52,89,62,97,73,59,50,22,86,54,54,2,0,5,0,400,13,Industry Ready
S1248,9.64,47,47,44,57,80,45,76,57,49,30,29,71,87,69,56,76,12,98,45,41,48,88,60,49,47,3,3,3,2,138,13,Industry Ready
S1249,9.17,51,38,31,42,94,69,44,61,64,43,87,24,49,78,15,84,71,98,47,55,54,26,65,42,99,3,7,2,4,39,19,Industry Ready
S1250,6.77,62,67,90,44,72,76,62,48,58,98,31,31,32,84,47,26,41,45,60,48,99,31,78,55,95,2,5,3,3,173,14,Industry Ready
S1251,7.16,59,50,93,65,86,44,41,88,69,70,29,40,77,57,70,28,11,57,78,53,55,42,92,79,87,2,2,3,2,64,18,Industry Ready
S1252,9.16,61,94,81,44,39,42,48,61,46,38,79,28,22,57,13,69,89,57,60,40,52,82,86,74,49,1,6,0,3,31,6,Moderately Ready
S1253,6.86,71,50,65,85,66,60,95,55,80,69,49,36,24,40,14,81,90,74,84,74,92,36,61,40,68,2,6,0,1,107,15,Industry Ready
S1254,6.23,39,56,96,33,77,37,85,83,70,22,43,43,41,42,79,87,62,29,45,57,45,97,69,45,80,3,2,3,7,179,19,Industry Ready
S1255,7.89,65,99,98,81,98,93,76,96,82,22,88,46,77,65,69,99,21,30,80,40,64,83,69,98,58,1,5,5,7,265,8,Industry Ready
S1256,9.53,63,73,96,39,85,37,42,78,88,50,32,27,85,88,86,98,14,22,83,82,86,84,72,76,41,3,6,4,4,363,20,Industry Ready
S1257,8.49,57,57,76,74,65,72,84,78,70,66,28,63,59,49,97,60,13,42,98,96,54,47,79,93,47,1,2,1,6,114,18,Industry Ready
S1258,7.95,40,74,31,58,60,36,35,95,86,27,37,81,24,59,86,57,65,81,69,44,93,77,69,42,69,3,1,5,2,442,16,Industry Ready
S1259,5.92,68,46,73,82,84,51,45,76,56,36,54,48,35,89,65,66,89,89,49,50,57,37,76,89,82,2,3,0,6,398,18,Industry Ready
S1260,8.14,76,69,93,58,67,70,82,57,72,64,23,93,34,88,91,19,91,60,50,77,82,63,92,73,75,1,7,5,4,130,19,Industry Ready
S1261,9.76,48,32,57,52,44,36,44,35,96,79,60,43,96,61,68,41,73,60,40,63,72,83,69,85,89,3,4,5,5,249,11,Industry Ready
S1262,6.1,44,95,83,86,45,68,49,70,99,94,45,53,94,37,16,88,54,23,49,78,53,56,65,89,57,2,3,4,3,136,1,Industry Ready
S1263,7.73,57,75,96,79,82,61,81,89,37,40,63,79,99,78,77,77,69,22,64,84,96,22,45,37,41,1,0,5,3,135,3,Industry Ready
S1264,9.27,53,59,65,50,85,71,59,50,42,89,61,50,37,32,40,37,29,70,55,71,73,33,93,77,44,0,4,3,4,73,20,Moderately Ready
S1265,8.69,38,98,92,72,36,56,40,52,73,40,29,23,66,40,97,13,62,74,58,94,41,26,95,79,85,2,0,2,4,379,7,Industry Ready
S1266,8.5,76,38,54,39,86,48,45,72,52,77,92,28,23,87,95,70,82,82,49,55,59,36,43,50,52,3,7,0,5,7,10,Industry Ready
S1267,8.52,62,40,77,59,84,57,51,54,37,74,20,96,72,96,94,86,25,68,86,96,97,89,54,39,79,2,5,5,3,271,10,Industry Ready
S1268,7.05,91,98,68,80,81,78,49,53,52,47,73,73,77,96,57,21,39,91,53,42,81,98,75,74,96,3,5,0,5,266,11,Industry Ready
S1269,6.76,48,95,76,62,33,99,50,47,35,94,35,20,94,96,51,24,29,89,42,97,55,58,42,79,50,3,3,2,5,278,4,Industry Ready
S1270,8.98,96,60,50,47,72,95,90,51,60,65,65,80,77,80,99,38,95,88,43,86,42,24,96,37,93,3,0,3,4,439,17,Industry Ready
S1271,8.98,69,62,59,51,69,89,70,64,86,63,32,92,78,57,39,96,96,27,79,47,85,98,55,65,47,3,6,0,5,311,14,Industry Ready
S1272,9.23,76,68,60,93,59,84,72,77,46,44,83,50,53,59,60,22,61,27,72,71,69,71,55,58,86,1,1,3,3,149,16,Industry Ready
S1273,9.43,94,75,55,50,39,46,37,82,72,90,97,64,49,46,44,47,45,38,59,61,62,45,79,63,77,0,2,4,1,359,8,Industry Ready
S1274,7.7,58,66,51,30,36,49,52,77,75,68,74,79,73,77,71,67,31,93,54,95,78,58,92,89,56,2,6,0,3,401,3,Industry Ready
S1275,7.66,79,89,50,44,65,51,88,87,87,65,82,92,87,95,60,44,10,74,46,91,90,64,66,67,50,3,6,3,5,294,13,Industry Ready
S1276,8.93,42,60,30,65,64,68,51,68,47,82,37,61,97,85,96,49,30,92,83,87,90,96,95,85,96,1,3,4,0,386,8,Industry Ready
S1277,8.29,30,40,66,76,68,69,47,47,47,96,80,46,94,62,59,85,57,91,42,56,96,50,45,64,65,1,4,5,7,135,8,Industry Ready
S1278,8.52,63,31,75,83,65,73,97,90,52,31,39,77,87,39,39,14,92,27,94,66,62,96,60,95,78,3,7,0,3,132,16,Industry Ready
S1279,8.92,77,56,38,61,49,89,48,93,53,97,84,88,45,54,28,11,81,76,66,84,90,42,52,94,73,2,4,1,1,346,11,Industry Ready
S1280,9.33,77,31,46,87,78,93,93,66,53,76,83,92,22,74,59,39,14,91,76,42,42,59,48,69,42,3,0,3,3,260,6,Industry Ready
S1281,6.95,78,50,76,75,88,39,70,88,82,92,95,53,76,93,63,19,49,26,68,65,52,51,80,41,89,1,2,4,4,18,11,Industry Ready
S1282,7.12,93,87,88,83,78,64,52,36,62,83,83,29,56,91,92,82,91,65,65,74,90,23,82,40,64,2,6,5,5,464,11,Industry Ready
S1283,5.9,90,34,83,62,55,38,39,71,53,50,32,85,57,59,95,90,88,41,66,52,96,65,47,49,63,0,5,1,1,380,5,Industry Ready
S1284,7.99,58,81,41,68,65,49,48,67,82,23,87,44,60,65,13,47,54,63,64,56,85,94,67,51,92,0,3,3,6,60,15,Industry Ready
S1285,5.65,68,74,93,52,72,69,59,35,63,73,89,22,23,98,21,68,40,24,79,69,79,61,84,53,91,0,1,0,2,301,1,Moderately Ready
S1286,7.5,55,49,35,72,72,89,78,62,82,84,76,53,45,61,24,44,24,44,82,68,68,58,97,48,62,0,0,5,3,145,9,Moderately Ready
S1287,7.83,46,90,82,84,62,94,73,51,53,25,64,90,58,37,24,80,67,66,90,53,62,89,58,83,69,3,3,3,4,444,3,Industry Ready
S1288,6.73,42,67,45,31,74,58,46,91,81,84,57,47,61,34,19,21,62,62,69,69,79,75,68,85,85,1,3,4,2,187,4,Industry Ready
S1289,8.04,98,49,34,95,74,56,95,86,94,41,73,28,30,85,70,51,54,34,83,76,56,66,70,68,80,1,5,0,2,385,4,Industry Ready
S1290,5.63,55,54,75,67,44,78,96,78,82,36,55,30,30,32,28,58,76,83,59,83,96,57,96,55,79,1,7,0,2,177,6,Industry Ready
S1291,5.66,78,31,43,58,46,66,87,81,54,78,86,99,73,76,62,76,51,50,46,87,60,37,93,82,95,2,2,5,0,446,1,Industry Ready
S1292,9.04,96,61,73,96,41,85,87,47,53,48,98,58,57,28,81,42,33,63,68,77,68,21,96,92,66,0,6,0,5,326,18,Industry Ready
S1293,7.05,36,55,92,65,51,37,62,64,76,86,30,32,39,85,66,22,47,66,85,48,76,73,72,55,89,2,6,2,4,176,17,Industry Ready
S1294,6.05,87,99,81,58,52,66,69,87,83,36,46,30,45,35,18,84,60,31,73,87,44,49,88,61,83,0,4,4,6,113,6,Industry Ready
S1295,7.75,78,70,55,66,41,36,99,52,49,21,36,54,95,21,38,29,33,83,65,71,96,23,45,63,83,2,5,1,0,207,13,Moderately Ready
S1296,8.81,82,96,82,74,97,93,37,62,94,51,52,27,33,35,16,42,86,42,66,95,60,26,83,43,49,1,2,0,7,454,14,Industry Ready
S1297,6.43,94,30,58,45,80,48,77,38,61,41,24,26,69,91,81,43,42,69,93,43,41,98,43,78,48,1,0,4,4,17,19,Moderately Ready
S1298,8.18,91,80,48,60,42,85,84,76,89,77,81,88,44,20,26,59,28,55,96,45,93,76,92,62,41,1,0,2,7,363,14,Industry Ready
S1299,5.87,46,34,76,63,86,45,43,40,49,72,84,89,74,45,88,59,34,30,83,90,62,49,55,72,95,2,5,2,4,89,19,Industry Ready
S1300,5.72,72,42,37,79,84,44,70,43,86,66,90,76,70,63,25,18,79,66,48,40,50,63,92,49,60,3,2,5,7,220,13,Industry Ready
S1301,7.78,54,48,52,94,57,92,57,54,65,23,86,54,29,24,80,16,98,75,61,64,54,96,42,49,50,1,3,0,5,143,2,Moderately Ready
S1302,7.82,32,41,64,91,73,68,84,72,41,57,99,30,33,40,92,18,96,88,51,79,62,48,64,64,93,1,4,4,1,45,2,Industry Ready
S1303,8.24,58,77,82,72,48,87,89,84,47,32,99,57,24,54,47,35,58,56,45,77,46,55,56,66,49,0,7,2,2,102,11,Industry Ready
S1304,8.62,61,54,87,85,75,62,46,94,88,80,63,97,76,73,98,11,26,29,45,42,82,67,61,74,64,2,0,0,3,93,1,Industry Ready
S1305,9.7,55,86,34,44,32,52,66,47,47,83,33,68,41,69,85,14,30,75,66,98,73,38,57,36,79,2,2,5,1,408,3,Moderately Ready
S1306,7.72,45,64,45,77,49,60,58,76,54,96,76,54,94,63,56,75,52,61,97,60,77,82,71,56,44,1,0,3,3,391,7,Industry Ready
S1307,6.89,54,34,46,78,54,41,61,59,44,52,67,48,48,23,19,19,93,49,93,53,80,21,57,60,61,3,4,3,6,63,8,Moderately Ready
S1308,8.92,83,51,61,73,85,79,95,65,86,57,36,60,26,61,33,40,85,41,58,69,88,33,96,74,44,2,5,3,5,141,2,Industry Ready
S1309,6.66,57,86,81,39,90,79,53,46,71,48,63,25,37,60,59,42,86,74,91,96,90,99,65,42,48,3,1,1,2,277,2,Industry Ready
S1310,7.39,85,76,49,49,84,69,85,98,86,80,23,29,50,55,77,15,91,57,45,94,83,54,89,70,50,3,7,4,7,371,10,Industry Ready
S1311,5.84,94,83,95,99,64,86,98,95,61,51,49,42,62,43,52,23,31,75,97,41,45,40,64,60,83,1,1,5,4,77,5,Industry Ready
S1312,5.61,70,32,30,37,88,55,36,87,68,30,94,65,54,24,46,87,72,90,88,87,55,36,67,41,44,3,5,3,6,90,0,Industry Ready
S1313,9.64,80,82,87,74,68,62,70,60,96,37,74,31,90,76,54,24,33,55,56,61,94,51,99,35,45,2,3,2,5,34,8,Industry Ready
S1314,9.09,58,60,73,63,86,78,45,95,50,64,49,74,23,86,63,90,42,97,68,52,41,42,79,66,72,3,3,1,6,103,11,Industry Ready
S1315,8.49,48,98,35,80,96,90,98,44,93,40,37,32,70,30,52,52,76,30,62,64,71,25,62,43,55,0,1,3,1,434,12,Moderately Ready
S1316,7.26,95,62,79,33,63,44,35,46,55,31,92,93,49,64,77,88,90,26,56,87,97,48,47,93,95,2,6,0,0,75,13,Industry Ready
S1317,6.25,70,79,49,68,70,57,60,56,50,39,63,26,72,41,46,29,26,53,60,82,95,82,52,78,85,1,4,2,4,426,7,Industry Ready
S1318,6.17,74,45,43,53,51,82,45,87,47,26,81,31,93,30,98,30,57,82,49,50,82,89,83,99,63,2,2,1,5,468,14,Industry Ready
S1319,6.58,44,68,34,84,56,86,36,55,67,90,50,80,33,57,50,73,53,21,82,87,86,23,96,55,53,2,2,1,6,330,9,Industry Ready
S1320,7.86,32,75,70,55,50,49,74,69,88,21,35,44,55,78,10,38,34,81,47,49,77,77,86,54,63,3,5,2,0,130,18,Industry Ready
S1321,8.57,40,76,69,54,70,89,38,61,61,62,96,21,31,23,25,68,81,26,93,88,67,50,49,83,84,0,6,3,6,456,5,Industry Ready
S1322,8.34,82,73,63,65,60,77,71,94,86,40,42,45,95,86,46,82,69,62,53,83,96,41,80,67,51,3,4,5,4,106,15,Industry Ready
S1323,6.7,75,38,74,87,56,84,95,81,99,48,33,70,53,29,46,73,38,37,70,76,80,46,42,52,62,3,2,5,4,438,9,Industry Ready
S1324,9.61,59,79,56,41,66,40,39,49,78,51,21,88,45,38,16,53,21,39,90,64,48,35,49,75,78,3,3,0,2,274,12,Moderately Ready
S1325,8.67,86,89,73,30,95,67,49,58,64,64,31,81,25,47,49,43,18,26,57,83,64,25,88,51,45,3,2,0,1,425,7,Moderately Ready
S1326,7.88,47,44,62,79,83,96,60,44,57,95,77,91,72,36,60,56,99,71,86,74,89,99,54,47,94,3,5,5,5,444,3,Industry Ready
S1327,8.13,80,65,62,54,38,89,40,58,50,96,75,92,34,43,73,18,95,56,69,58,65,26,63,77,80,2,2,5,5,278,7,Industry Ready
S1328,7.3,77,92,73,34,71,73,78,91,89,78,43,58,38,20,31,69,62,65,57,67,84,33,49,99,60,0,6,0,5,207,7,Industry Ready
S1329,6.57,95,98,49,97,65,46,92,68,52,22,56,30,66,24,52,39,70,61,91,99,65,22,91,57,87,0,3,1,6,259,10,Industry Ready
S1330,7.03,37,70,65,35,39,65,80,75,51,58,48,83,96,51,71,26,40,79,96,81,94,68,60,74,48,0,5,3,3,95,0,Industry Ready
S1331,8.76,51,53,36,55,88,87,76,74,86,70,61,99,80,72,63,61,57,99,64,87,44,55,85,68,85,1,0,5,2,448,10,Industry Ready
S1332,5.56,35,78,61,84,69,68,82,45,79,27,37,61,71,76,36,68,88,97,88,96,96,48,98,70,80,0,5,5,3,3,4,Industry Ready
S1333,6.0,86,47,96,68,83,75,61,35,90,65,22,29,37,62,38,13,56,51,76,90,56,23,87,84,75,2,1,2,4,186,14,Industry Ready
S1334,5.7,65,36,68,38,68,44,54,64,88,85,96,38,79,58,25,49,42,57,64,82,65,59,93,64,80,3,2,4,0,217,8,Industry Ready
S1335,5.68,86,33,53,74,36,86,69,77,43,25,32,23,66,53,94,16,76,58,69,96,94,60,77,74,79,3,1,0,3,346,10,Industry Ready
S1336,9.18,78,98,99,43,33,91,82,60,51,77,48,22,76,97,20,47,73,45,69,87,65,41,78,46,85,2,1,2,0,122,10,Industry Ready
S1337,8.53,74,89,83,84,44,37,86,87,61,60,85,33,52,99,30,41,26,49,75,99,92,98,81,35,98,3,4,5,6,359,14,Industry Ready
S1338,7.54,95,84,67,38,77,91,38,81,71,98,78,29,51,24,18,78,53,60,50,49,82,23,90,50,44,3,6,5,3,335,11,Industry Ready
S1339,5.92,74,45,61,44,35,67,73,43,56,73,67,25,23,37,36,76,14,28,87,54,48,42,89,84,87,0,4,2,0,285,13,Moderately Ready
S1340,7.61,49,58,74,66,64,41,55,43,72,95,23,50,60,23,95,65,71,51,78,71,62,23,67,77,81,0,4,5,2,357,5,Industry Ready
S1341,7.54,93,52,90,79,97,38,50,35,78,60,70,50,38,89,88,29,72,75,66,42,91,87,80,94,70,0,5,0,3,160,15,Industry Ready
S1342,6.24,96,43,99,50,87,73,41,78,70,67,24,67,26,30,32,73,88,72,55,63,98,37,41,39,98,1,0,4,2,207,12,Industry Ready
S1343,7.37,32,78,82,86,48,82,43,93,59,89,58,28,45,66,60,26,48,26,77,49,63,20,80,55,74,0,7,1,7,416,4,Industry Ready
S1344,7.21,83,62,80,48,91,50,51,90,76,46,60,95,70,50,89,25,81,95,71,83,80,51,97,99,80,0,0,1,2,19,17,Industry Ready
S1345,8.15,93,54,85,87,39,72,46,85,47,66,24,45,75,32,12,20,51,42,68,69,48,40,43,55,42,0,1,3,0,478,8,Moderately Ready
S1346,8.23,69,50,56,35,54,38,91,50,90,96,27,21,90,42,25,22,30,71,91,80,49,57,82,99,58,0,1,5,3,47,11,Moderately Ready
S1347,5.69,88,46,67,33,73,38,79,72,85,42,75,23,94,84,17,27,56,40,49,90,91,45,88,57,58,0,6,1,3,26,8,Moderately Ready
S1348,7.11,84,52,91,72,87,61,45,45,84,93,44,25,70,87,99,23,83,95,69,72,45,60,42,94,40,2,1,2,1,159,16,Industry Ready
S1349,8.19,91,86,47,71,54,51,47,59,86,33,71,49,27,49,51,43,37,42,50,84,43,68,71,36,61,2,1,1,6,469,20,Industry Ready
S1350,7.66,33,87,93,32,69,88,65,93,67,80,71,74,32,50,82,85,30,88,54,64,40,60,97,68,58,2,3,3,0,483,13,Industry Ready
S1351,9.18,89,43,59,30,99,42,60,63,59,86,26,47,51,66,44,95,37,37,83,78,45,78,86,91,65,3,1,2,3,154,12,Industry Ready
S1352,8.33,59,49,78,84,39,87,97,74,92,95,80,80,53,35,80,94,95,56,62,93,95,23,73,50,54,3,6,2,4,280,4,Industry Ready
S1353,6.2,31,59,70,44,95,39,65,42,74,44,66,96,37,62,81,35,28,26,87,99,77,32,55,82,58,1,4,4,1,65,9,Moderately Ready
S1354,5.8,91,48,42,76,54,81,56,40,72,84,85,74,98,22,57,51,72,80,62,91,68,80,43,59,64,3,1,5,7,493,8,Industry Ready
